crop,farm_size_ha,province,district,ward,planting_date,planting_month,yield_tonnes_per_ha,rainfall_planting_month,rainfall_1_month_before,rainfall_2_months_before,rainfall_3_months_before,rainfall_preplant_3m_total,rainfall_preplant_3m_mean,preplant_rain_months_available,soil_ph,soil_organic_carbon_g_kg,soil_nitrogen_g_kg,soil_clay_percent,soil_sand_percent,soil_silt_percent,ndvi_preplant_mean,ndvi_preplant_max,ndvi_preplant_min,ndvi_preplant_std,ndvi_preplant_median,ndvi_preplant_first,ndvi_preplant_last,ndvi_preplant_observations,ndvi_preplant_change
 Maize(for grain),0.405,Lusaka,Kafue,KAFUE,2024-12-01,12,1.2777777777777777,75.32166290283203,53.643890380859375,20.522159576416016,,,,2,6.3,17.9,1.45,17.6,59.6,22.8,0.49005,0.6904,0.3207,0.195988817708222,0.47455,0.323,0.6904,4,0.3674
 Maize(for grain),0.75,Northern,Mpulungu,IYENDWE,2024-12-01,12,2.6833333333333336,249.1080017089844,164.33499145507812,68.82347869873047,,,,2,5.5,20.1,1.52,26.0,57.4,16.6,0.7153333333333333,0.8048,0.6168,0.0943273731921616,0.7244,0.6168,0.8048,3,0.1879999999999999
 Maize(for grain),0.81,Eastern,Kasenengwa,KWENJE,2024-12-01,12,2.1296296296296298,111.36882019042966,131.61904907226562,27.189931869506843,,,,2,6.2,23.1,1.18,21.1,57.7,21.2,0.2759,0.3375,0.237,0.0471353370625479,0.26455,0.2411,0.3375,4,0.0964
 Sunflower (for grain),0.2025,Eastern,Kasenengwa,KWENJE,2024-12-01,12,0.4115555555555555,111.36882019042966,131.61904907226562,27.189931869506843,,,,2,6.2,23.1,1.18,21.1,57.7,21.2,0.2759,0.3375,0.237,0.0471353370625479,0.26455,0.2411,0.3375,4,0.0964
 Tobacco (Virginia),0.405,Eastern,Kasenengwa,KWENJE,2025-01-01,1,0.0302469135802469,294.1659851074219,111.36882019042966,131.61904907226562,27.189931869506843,270.1778011322021,90.05926704406738,3,6.2,23.1,1.18,21.1,57.7,21.2,0.3247166666666667,0.4562,0.237,0.0866644890752069,0.31275,0.2411,0.3885,6,0.1474
 Finger Millet,1.0,Western,Shang'ombo,MULANGU,2024-11-01,11,0.0,47.85472869873047,14.470321655273438,,,,,1,6.0,13.9,1.44,22.5,68.1,9.4,0.3910333333333333,0.4221,0.3582,0.0319866117826401,0.3928,0.3582,0.4221,3,0.0638999999999999
 Maize(for grain),0.5,Central,Kabwe,LUANSASE,2024-11-01,11,1.955,78.15204620361328,21.420337677001964,,,,,1,6.1,16.1,1.08,16.9,68.0,15.1,0.2143,0.2254,0.2014,0.0121008264180592,0.2161,0.2014,0.2254,3,0.0239999999999999
 Sweet Potatoes (for tuber),0.125,Central,Kabwe,LUANSASE,2025-02-01,2,5.52,235.73291015625,284.5098571777344,105.43512725830078,78.15204620361328,468.0970306396485,156.03234354654947,3,6.1,16.1,1.08,16.9,68.0,15.1,0.3160142857142857,0.538,0.2014,0.1205603227789783,0.3061,0.2014,0.538,7,0.3366
 Sunflower (for grain),0.125,Central,Kabwe,LUANSASE,2024-12-01,12,0.66672,105.43512725830078,78.15204620361328,21.420337677001964,,,,2,6.1,16.1,1.08,16.9,68.0,15.1,0.23725,0.3061,0.2014,0.0469513578078419,0.22075,0.2014,0.3061,4,0.1046999999999999
 Groundnuts(unshelled),0.25,Northern,Luwingu,LWATA,2024-12-01,12,1.14,176.19952392578125,106.639892578125,45.99089050292969,,,,2,5.5,20.7,1.2,19.8,66.5,13.7,0.6990500000000001,0.8113,0.5957,0.0966864519981988,0.6946,0.5957,0.8113,4,0.2156
 Maize(for grain),10.0,Central,Chibombo,CHUNGA,2024-12-01,12,2.0125,89.53616333007812,59.99674224853516,24.265039443969727,,,,2,6.2,17.5,1.12,31.1,46.5,22.3,0.310625,0.3894,0.2718,0.0533606830915797,0.2906499999999999,0.2867,0.3894,4,0.1027
 Maize(for grain),0.75,Northern,Lunte,KALUNGWISHI,2024-11-01,11,2.3000000000000003,133.36904907226562,60.31534576416017,,,,,1,5.3,18.4,1.14,25.0,56.6,18.4,0.6686666666666666,0.7634,0.5708,0.0963382236359656,0.6718,0.5708,0.7634,3,0.1926
 Mixed Beans (for grain),0.25,Northern,Lunte,KALUNGWISHI,2024-12-01,12,0.864,234.8326416015625,133.36904907226562,60.31534576416017,,,,2,5.3,18.4,1.14,25.0,56.6,18.4,0.6686666666666666,0.7634,0.5708,0.0963382236359656,0.6718,0.5708,0.7634,3,0.1926
 Maize(for grain),0.405,Eastern,Chipata,MASUPE,2024-12-01,12,3.5493827160493825,116.5771484375,113.44657135009766,21.391830444335938,,,,2,5.8,16.7,1.01,17.5,67.5,15.0,0.3990749999999999,0.5691,0.3027,0.1207115121546684,0.3622499999999999,0.3027,0.5691,4,0.2664
 Sunflower (for grain),0.2025,Eastern,Chipata,MASUPE,2025-01-01,1,0.5487407407407408,310.5411682128906,116.5771484375,113.44657135009766,21.391830444335938,251.4155502319336,83.80518341064453,3,5.8,16.7,1.01,17.5,67.5,15.0,0.4641333333333333,0.6212,0.3027,0.1385333557908226,0.4835,0.3027,0.5673,6,0.2646
 Groundnuts(unshelled),0.10125,Eastern,Chipata,MASUPE,2024-12-01,12,0.474074074074074,116.5771484375,113.44657135009766,21.391830444335938,,,,2,5.8,16.7,1.01,17.5,67.5,15.0,0.3990749999999999,0.5691,0.3027,0.1207115121546684,0.3622499999999999,0.3027,0.5691,4,0.2664
 Maize(for grain),0.75,Central,Chitambo,NAKATAMBO,2024-12-01,12,1.15,98.92532348632812,85.33334350585938,28.47952079772949,,,,2,6.2,22.1,1.38,23.1,52.0,24.9,0.645825,0.7042,0.5899,0.0508218047036243,0.6446000000000001,0.5899,0.7042,4,0.1143
 Mixed Beans (for seed),0.125,Central,Chitambo,NAKATAMBO,2025-02-01,2,0.192,221.49969482421875,269.15972900390625,98.92532348632812,85.33334350585938,453.41839599609375,151.13946533203125,3,6.2,22.1,1.38,23.1,52.0,24.9,0.6900000000000001,0.7636,0.5899,0.0598134003141675,0.7066,0.5899,0.709,8,0.1190999999999999
 Maize(for grain),1.4175,Central,Kabwe,KALONGA,2024-11-01,11,4.867724867724868,78.15204620361328,21.420337677001964,,,,,1,6.1,16.1,1.08,16.9,68.0,15.1,0.2143,0.2254,0.2014,0.0121008264180592,0.2161,0.2014,0.2254,3,0.0239999999999999
 Maize(for grain),0.5,Southern,Kalomo,MWAATA,2024-10-01,10,3.45,7.973738193511963,,,,,,0,6.2,12.9,0.94,26.1,48.0,25.8,0.288,0.288,0.288,0.0,0.288,0.288,0.288,1,0.0
 Mixed Beans (for grain),0.04,Southern,Kalomo,MWAATA,2025-02-01,2,0.5728504,243.57192993164068,207.8233184814453,102.53219604492188,51.12759017944336,361.48310470581055,120.4943682352702,3,6.2,12.9,0.94,26.1,48.0,25.8,0.4383571428571428,0.6698,0.288,0.1293079123274217,0.4493,0.288,0.6698,7,0.3818
 Mixed Beans (for grain),0.04,Southern,Kalomo,MWAATA,2024-10-01,10,0.5728504,7.973738193511963,,,,,,0,6.2,12.9,0.94,26.1,48.0,25.8,0.288,0.288,0.288,0.0,0.288,0.288,0.288,1,0.0
 Sunflower (for grain),0.25,Southern,Kalomo,MWAATA,2025-02-01,2,0.33336,243.57192993164068,207.8233184814453,102.53219604492188,51.12759017944336,361.48310470581055,120.4943682352702,3,6.2,12.9,0.94,26.1,48.0,25.8,0.4383571428571428,0.6698,0.288,0.1293079123274217,0.4493,0.288,0.6698,7,0.3818
 Groundnuts(unshelled),0.25,Southern,Kalomo,MWAATA,2024-12-01,12,0.384,102.53219604492188,51.12759017944336,7.973738193511963,,,,2,6.2,12.9,0.94,26.1,48.0,25.8,0.358075,0.454,0.288,0.0698959882015174,0.3451499999999999,0.288,0.454,4,0.166
 Maize(for grain),0.25,Western,Mongu,LUMBO,2024-11-01,11,0.0,64.56555938720703,15.446651458740234,,,,,1,5.6,13.4,1.43,9.8,81.3,8.9,0.4440333333333333,0.4584,0.4266,0.0161202770861214,0.4471,0.4266,0.4471,3,0.0205
 Maize(for grain),0.125,Western,Mongu,LUMBO,2024-11-01,11,0.0,64.56555938720703,15.446651458740234,,,,,1,5.6,13.4,1.43,9.8,81.3,8.9,0.4440333333333333,0.4584,0.4266,0.0161202770861214,0.4471,0.4266,0.4471,3,0.0205
 Groundnuts(unshelled),0.125,Western,Mongu,LUMBO,2024-11-01,11,0.0,64.56555938720703,15.446651458740234,,,,,1,5.6,13.4,1.43,9.8,81.3,8.9,0.4440333333333333,0.4584,0.4266,0.0161202770861214,0.4471,0.4266,0.4471,3,0.0205
 Maize(for grain),0.25,Northern,Mbala,KALAMBO FALLS,2024-11-01,11,1.84,112.47306823730467,48.44123077392578,,,,,1,5.3,16.9,1.15,31.8,56.8,11.4,0.5822666666666667,0.6733,0.4891,0.092118528718892,0.5844,0.4891,0.6733,3,0.1842
 Maize(for grain),2.0,Northern,Mbala,KALAMBO FALLS,2024-11-01,11,1.0925,112.47306823730467,48.44123077392578,,,,,1,5.3,16.9,1.15,31.8,56.8,11.4,0.5822666666666667,0.6733,0.4891,0.092118528718892,0.5844,0.4891,0.6733,3,0.1842
 Sunflower (for grain),0.25,Northern,Mbala,KALAMBO FALLS,2025-01-01,1,0.8,253.1670379638672,198.1734771728516,112.47306823730467,48.44123077392578,359.08777618408203,119.69592539469402,3,5.3,16.9,1.15,31.8,56.8,11.4,0.6584833333333333,0.7769,0.4891,0.1090475752443247,0.66855,0.4891,0.7769,6,0.2878
 Maize(for grain),3.0,Copperbelt,Luanshya,TWASHUKA,2024-11-01,11,1.2458333333333331,91.34999084472656,48.82448196411133,,,,,1,5.6,42.2,,20.3,,27.1,0.3546666666666667,0.4343,0.3041,0.0697973017625562,0.3256,0.3041,0.4343,3,0.1302
 Sunflower (for grain),1.0,Copperbelt,Luanshya,TWASHUKA,2025-02-01,2,0.4270088999999999,249.27752685546875,271.77459716796875,129.18199157714844,91.34999084472656,492.30657958984375,164.1021931966146,3,5.6,42.2,,20.3,,27.1,0.3349,0.4343,0.2492,0.0610750030699958,0.33455,0.3041,0.3435,6,0.0394
 Groundnuts(unshelled),1.0,Copperbelt,Luanshya,TWASHUKA,2025-01-01,1,0.64,271.77459716796875,129.18199157714844,91.34999084472656,48.82448196411133,269.3564643859863,89.78548812866211,3,5.6,42.2,,20.3,,27.1,0.3349,0.4343,0.2492,0.0610750030699958,0.33455,0.3041,0.3435,6,0.0394
 Maize(for grain),2.5,Southern,Pemba,DOBO,2024-12-01,12,1.38,77.9277572631836,50.39876174926758,14.463791847229004,,,,2,6.0,15.0,0.93,19.0,62.9,18.1,0.25785,0.3086,0.2212,0.0395304523964331,0.2508,0.2212,0.3086,4,0.0873999999999999
 Maize(for grain),0.5,Southern,Pemba,DOBO,2024-12-01,12,1.725,77.9277572631836,50.39876174926758,14.463791847229004,,,,2,6.0,15.0,0.93,19.0,62.9,18.1,0.25785,0.3086,0.2212,0.0395304523964331,0.2508,0.2212,0.3086,4,0.0873999999999999
 Sunflower (for grain),2.0,Southern,Pemba,DOBO,2025-02-01,2,0.0,204.1405334472656,232.92361450195312,77.9277572631836,50.39876174926758,361.2501335144043,120.4167111714681,3,6.0,15.0,0.93,19.0,62.9,18.1,0.2883666666666666,0.3595,0.2212,0.0566872002013388,0.28885,0.2212,0.3595,6,0.1382999999999999
 Sunflower (for grain),3.0,Southern,Pemba,DOBO,2025-01-01,1,0.1852,232.92361450195312,77.9277572631836,50.39876174926758,14.463791847229004,142.79031085968018,47.59677028656006,3,6.0,15.0,0.93,19.0,62.9,18.1,0.2883666666666666,0.3595,0.2212,0.0566872002013388,0.28885,0.2212,0.3595,6,0.1382999999999999
 Sunflower (for grain),4.0,Southern,Pemba,DOBO,2025-01-01,1,0.05556,232.92361450195312,77.9277572631836,50.39876174926758,14.463791847229004,142.79031085968018,47.59677028656006,3,6.0,15.0,0.93,19.0,62.9,18.1,0.2883666666666666,0.3595,0.2212,0.0566872002013388,0.28885,0.2212,0.3595,6,0.1382999999999999
 Maize(for grain),0.375,Luapula,Chifumunabuli,KAFUMBO,2024-11-01,11,1.4666666666666668,85.25543212890625,29.17923355102539,,,,,1,5.6,50.3,1.42,22.2,63.9,13.9,0.4896,0.5476,0.4543,0.050623018479739,0.4669,0.4669,0.5476,3,0.0807
 Maize(for grain),0.25,Western,Kalabo,LUANGINGA,2024-11-01,11,0.69,96.6643295288086,17.893606185913086,,,,,1,5.5,19.2,1.19,14.4,74.4,11.3,0.4334666666666666,0.4796,0.3674,0.0586959396664993,0.4534,0.3674,0.4796,3,0.1122
 Maize(for grain),0.75,Western,Kalabo,LUANGINGA,2024-12-01,12,0.2299999999999999,162.7127685546875,96.6643295288086,17.893606185913086,,,,2,5.5,19.2,1.19,14.4,74.4,11.3,0.4543,0.5168,0.3674,0.0635052753714209,0.4665,0.3674,0.5168,4,0.1494
 Maize(for grain),1.215,Eastern,Chama,Muchinga,2024-11-01,11,1.8244913,48.07384490966797,15.37599754333496,,,,,1,6.1,15.3,1.17,21.3,60.7,18.0,0.3827,0.4695,0.3376,0.0751902254285754,0.341,0.341,0.4695,3,0.1284999999999999
 Maize(for grain),1.0,Central,Mumbwa,MUMBA,2024-11-01,11,2.875,64.47087097167969,21.844711303710938,,,,,1,6.0,15.2,1.16,21.2,57.8,21.0,0.3617999999999999,0.4013,0.3211,0.0401134640737994,0.363,0.3211,0.4013,3,0.0802
 Maize(for grain),0.1875,Luapula,Mwense,LUCHE,2024-11-01,11,0.0,130.44076538085938,64.99824523925781,,,,,1,5.5,17.9,,,,,0.6359666666666667,0.7197,0.5632,0.0788242559960659,0.625,0.5632,0.7197,3,0.1564999999999999
 Maize(for grain),0.25,Luapula,Mwense,LUCHE,2024-11-01,11,0.0,130.44076538085938,64.99824523925781,,,,,1,5.5,17.9,,,,,0.6359666666666667,0.7197,0.5632,0.0788242559960659,0.625,0.5632,0.7197,3,0.1564999999999999
 Maize(for grain),1.5,Western,Luampa,MULWA,2024-12-01,12,0.5750000000000001,103.38371276855466,55.01159286499025,15.570112228393558,,,,2,6.0,11.7,1.15,18.0,72.4,9.6,0.52325,0.6385,0.4093,0.0935764037208811,0.5226,0.4093,0.6385,4,0.2291999999999999
 Maize(for grain),0.5,Southern,Mazabuka,NEGA NEGA,2025-01-01,1,0.034,243.2591552734375,79.08795166015625,63.63263702392578,23.30086326599121,166.02145195007324,55.34048398335775,3,6.3,16.9,1.02,24.3,51.5,24.2,0.3217166666666667,0.4329,0.2359,0.0882354898363842,0.29105,0.2359,0.4294,6,0.1935
 Maize(for grain),11.0,Central,Kapiri Mposhi,KASHITU,2024-12-01,12,2.613636363636364,95.71442413330078,81.01092529296875,24.04169464111328,,,,2,6.1,15.6,0.92,19.7,59.4,20.9,0.356325,0.3962,0.3101,0.0419143869492723,0.3595,0.3101,0.3962,4,0.0861
 Maize(for grain),1.0,North Western,Manyinga,CHIFUWE NORTH,2024-11-01,11,1.84,151.15516662597656,41.72888946533203,,,,,1,5.6,20.3,1.5,26.1,55.3,18.6,0.4706666666666666,0.5618,0.4131,0.0798308419931377,0.4371,0.4131,0.5618,3,0.1486999999999999
 Groundnuts(unshelled),0.25,North Western,Manyinga,CHIFUWE NORTH,2024-11-01,11,0.3496,151.15516662597656,41.72888946533203,,,,,1,5.6,20.3,1.5,26.1,55.3,18.6,0.4706666666666666,0.5618,0.4131,0.0798308419931377,0.4371,0.4131,0.5618,3,0.1486999999999999
 Maize(for grain),0.5,Central,Chibombo,CHIKOBO,2025-01-01,1,0.69,243.4569091796875,89.53616333007812,59.99674224853516,24.265039443969727,173.797945022583,57.932648340861,3,6.2,17.5,1.12,31.1,46.5,22.3,0.3853,0.5716,0.2718,0.1250511575316278,0.3419999999999999,0.2867,0.5716,6,0.2849
 Maize(for grain),1.0,North Western,Mufumbwe,KABIPUPU,2024-11-01,11,1.725,82.95779418945312,23.927698135375977,,,,,1,5.9,24.1,1.96,28.3,44.4,27.2,0.3656333333333333,0.4083,0.3213,0.0435239397726508,0.3673,0.3213,0.4083,3,0.087
 Maize(for grain),2.0250000000000004,Muchinga,Nakonde,ILONDA,2024-12-01,12,2.839506172839505,143.51138305664062,68.76860809326172,20.39783096313477,,,,2,5.6,15.7,1.0,23.1,63.9,12.9,0.408075,0.4907,0.3096,0.0897955965883999,0.416,0.3096,0.4774,4,0.1678
 Maize(for grain),0.25,North Western,Zambezi,CHITOLOKI,2024-11-01,11,1.38,141.6587677001953,47.99106597900391,,,,,1,5.9,18.2,1.22,22.3,59.6,18.1,0.2863,0.304,0.2767,0.0153469866749143,0.2782,0.2767,0.304,3,0.0272999999999999
 Maize(for grain),0.5,Muchinga,Mpika,NACHIKUFU,2024-11-01,11,2.875,104.89986419677734,39.0770263671875,,,,,1,6.1,14.2,1.12,18.7,67.6,13.8,0.3104,0.3651,0.27,0.0491362391723257,0.2961,0.27,0.3651,3,0.0950999999999999
 Maize(for grain),0.25,Copperbelt,Chingola,CHINGOLA,2024-12-01,12,2.3,155.93643188476562,122.30860900878906,28.877010345458984,,,,2,5.5,22.6,1.55,28.6,50.0,21.4,0.572625,0.6903,0.4986,0.0839544469737408,0.5508,0.4986,0.6903,4,0.1917
 Maize(for grain),0.25,Northern,Mbala,KAWIMBE,2024-12-01,12,5.628,198.1734771728516,112.47306823730467,48.44123077392578,,,,2,5.3,16.9,1.15,31.8,56.8,11.4,0.60265,0.6733,0.4891,0.0855519530266063,0.6241,0.4891,0.6638,4,0.1746999999999999
 Maize(for grain),1.0,Northern,Mbala,KAWIMBE,2024-11-01,11,4.5225,112.47306823730467,48.44123077392578,,,,,1,5.3,16.9,1.15,31.8,56.8,11.4,0.5822666666666667,0.6733,0.4891,0.092118528718892,0.5844,0.4891,0.6733,3,0.1842
 Maize(for grain),1.0,Northern,Mbala,KAWIMBE,2024-12-01,12,4.3215,198.1734771728516,112.47306823730467,48.44123077392578,,,,2,5.3,16.9,1.15,31.8,56.8,11.4,0.60265,0.6733,0.4891,0.0855519530266063,0.6241,0.4891,0.6638,4,0.1746999999999999
 Mixed Beans (for grain),1.0,Northern,Mbala,KAWIMBE,2025-02-01,2,0.972,234.68994140625,253.1670379638672,198.1734771728516,112.47306823730467,563.8135833740234,187.93786112467447,3,5.3,16.9,1.15,31.8,56.8,11.4,0.6310285714285715,0.7769,0.4663,0.1232307823325232,0.6638,0.4891,0.4663,7,-0.0227999999999999
 Mixed Beans (for grain),0.25,Lusaka,Chilanga,MOUNT MAKULU,2024-11-01,11,0.361,62.5228271484375,17.16890525817871,,,,,1,6.2,14.3,1.09,22.8,54.6,22.6,0.2389,0.2462,0.226,0.0112040171367237,0.2445,0.2445,0.226,3,-0.0184999999999999
 Sweet Potatoes (for tuber),0.25,Lusaka,Chilanga,MOUNT MAKULU,2024-11-01,11,1.38,62.5228271484375,17.16890525817871,,,,,1,6.2,14.3,1.09,22.8,54.6,22.6,0.2389,0.2462,0.226,0.0112040171367237,0.2445,0.2445,0.226,3,-0.0184999999999999
 Maize(for grain),0.5,Western,Kalabo,CHILELE,2024-10-01,10,0.0,17.893606185913086,,,,,,0,5.5,19.2,1.19,14.4,74.4,11.3,0.3674,0.3674,0.3674,0.0,0.3674,0.3674,0.3674,1,0.0
 Maize(for grain),1.0,Luapula,Mansa,CHIBELEKA,2024-11-01,11,0.8625,75.1615982055664,40.42757797241211,,,,,1,5.7,16.3,1.55,28.1,59.8,12.1,0.4581666666666666,0.5217,0.3918,0.0649963332299087,0.461,0.3918,0.5217,3,0.1299
 Mixed Beans (for grain),0.1875,Luapula,Mansa,CHIBELEKA,2024-12-01,12,0.0243733333333333,142.83001708984375,75.1615982055664,40.42757797241211,,,,2,5.7,16.3,1.55,28.1,59.8,12.1,0.4985,0.6195,0.3918,0.0965580654321533,0.49135,0.3918,0.6195,4,0.2277
" Groundnuts(unshelled, for seed)",0.25,Luapula,Mansa,CHIBELEKA,2024-12-01,12,0.19,142.83001708984375,75.1615982055664,40.42757797241211,,,,2,5.7,16.3,1.55,28.1,59.8,12.1,0.4985,0.6195,0.3918,0.0965580654321533,0.49135,0.3918,0.6195,4,0.2277
 Maize(for grain),1.4175,Lusaka,Chilanga,CHILONGOLO,2024-12-01,12,2.433862433862434,85.5328140258789,62.5228271484375,17.16890525817871,,,,2,6.2,14.3,1.09,22.8,54.6,22.6,0.265475,0.3452,0.226,0.0539315229403608,0.24535,0.2445,0.3452,4,0.1007
 Mixed Beans (for grain),0.405,Lusaka,Chilanga,CHILONGOLO,2025-02-01,2,0.7999999999999999,260.9723205566406,244.25250244140625,85.5328140258789,62.5228271484375,392.30814361572266,130.76938120524088,3,6.2,14.3,1.09,22.8,54.6,22.6,0.3606857142857143,0.6949,0.226,0.1625691896657279,0.3452,0.2445,0.6949,7,0.4503999999999999
 Sunflower (for grain),0.25,Lusaka,Chilanga,CHILONGOLO,2025-02-01,2,0.33336,260.9723205566406,244.25250244140625,85.5328140258789,62.5228271484375,392.30814361572266,130.76938120524088,3,6.2,14.3,1.09,22.8,54.6,22.6,0.3606857142857143,0.6949,0.226,0.1625691896657279,0.3452,0.2445,0.6949,7,0.4503999999999999
 Maize(for grain),12.0,Copperbelt,Lufwanyama,KANSANTA,2024-12-01,12,2.395833333333333,127.95767211914062,125.24308013916016,44.27711486816406,,,,2,,16.8,1.28,29.7,45.5,24.7,0.6634249999999999,0.7565,0.5935,0.0709355282398507,0.65185,0.6266,0.7565,4,0.1298999999999999
 Maize(for grain),0.81,Eastern,Chadiza,TAFERANSONI,2024-12-01,12,0.7098765432098765,122.55335235595705,103.75537109375,16.97254180908203,,,,2,5.9,16.0,1.07,19.4,65.9,14.7,0.266825,0.3056,0.2469,0.0265214850011583,0.2574,0.2469,0.3056,4,0.0586999999999999
 Sunflower (for grain),0.405,Eastern,Chadiza,TAFERANSONI,2025-01-01,1,0.1371851851851852,338.34375,122.55335235595705,103.75537109375,16.97254180908203,243.28126525878903,81.09375508626302,3,5.9,16.0,1.07,19.4,65.9,14.7,0.3381166666666666,0.5208,0.2469,0.1151661480933814,0.2835,0.2469,0.5208,6,0.2739
 Maize(for grain),0.405,Eastern,Kasenengwa,CHIPARAMBA,2024-12-01,12,3.1234567901234565,111.36882019042966,131.61904907226562,27.189931869506843,,,,2,6.2,23.1,1.18,21.1,57.7,21.2,0.2759,0.3375,0.237,0.0471353370625479,0.26455,0.2411,0.3375,4,0.0964
 Soya beans (for grain),0.405,Eastern,Kasenengwa,CHIPARAMBA,2025-01-01,1,1.0915555555555554,294.1659851074219,111.36882019042966,131.61904907226562,27.189931869506843,270.1778011322021,90.05926704406738,3,6.2,23.1,1.18,21.1,57.7,21.2,0.3247166666666667,0.4562,0.237,0.0866644890752069,0.31275,0.2411,0.3885,6,0.1474
 Sunflower (for grain),0.405,Eastern,Kasenengwa,CHIPARAMBA,2025-01-01,1,1.028888888888889,294.1659851074219,111.36882019042966,131.61904907226562,27.189931869506843,270.1778011322021,90.05926704406738,3,6.2,23.1,1.18,21.1,57.7,21.2,0.3247166666666667,0.4562,0.237,0.0866644890752069,0.31275,0.2411,0.3885,6,0.1474
 Maize(for grain),0.125,Copperbelt,Ndola,KANTOLOMBA,2024-12-01,12,0.0,130.62039184570312,111.87837982177734,43.17949676513672,,,,2,5.9,19.1,1.37,18.2,59.3,22.5,0.241175,0.2543,0.2276,0.011405663797722,0.2414,0.2276,0.2373,4,0.0097
 Maize(for grain),3.75,Copperbelt,Masaiti,KATUBA,2024-11-01,11,1.2266666666666666,98.40072631835938,37.76605224609375,,,,,1,5.9,18.5,1.33,22.2,55.0,22.8,0.4138666666666666,0.4586,0.36,0.0499304850099949,0.423,0.423,0.4586,3,0.0356
 Sweet Potatoes (for tuber),0.25,Copperbelt,Masaiti,KATUBA,2025-02-01,2,3.45,249.00735473632804,248.95797729492188,110.08627319335938,98.40072631835938,457.4449768066406,152.48165893554688,3,5.9,18.5,1.33,22.2,55.0,22.8,0.5258833333333333,0.6748,0.36,0.1296530202759144,0.5243,0.423,0.6489,6,0.2259
 Maize(for grain),0.25,Copperbelt,Masaiti,KATUBA,2024-11-01,11,1.38,98.40072631835938,37.76605224609375,,,,,1,5.9,18.5,1.33,22.2,55.0,22.8,0.4138666666666666,0.4586,0.36,0.0499304850099949,0.423,0.423,0.4586,3,0.0356
 Maize(for grain),1.5,Central,Chibombo,MALAMBANYAMA,2024-11-01,11,3.8333333333333335,59.99674224853516,24.265039443969727,,,,,1,6.2,17.5,1.12,31.1,46.5,22.3,0.2843666666666666,0.2946,0.2718,0.0115777084664165,0.2867,0.2867,0.2946,3,0.0078999999999999
 Sunflower (for grain),1.0,Central,Chibombo,MALAMBANYAMA,2025-01-01,1,0.5556,243.4569091796875,89.53616333007812,59.99674224853516,24.265039443969727,173.797945022583,57.932648340861,3,6.2,17.5,1.12,31.1,46.5,22.3,0.3853,0.5716,0.2718,0.1250511575316278,0.3419999999999999,0.2867,0.5716,6,0.2849
 Maize(for grain),3.25,Southern,Monze,BBOMBO,2025-01-01,1,0.1061538461538461,203.8357086181641,80.8930435180664,40.358829498291016,16.23548126220703,137.48735427856445,45.82911809285482,3,6.4,15.7,0.89,22.4,53.3,24.4,0.36685,0.4995,0.2419,0.1115718736958378,0.3448,0.2419,0.4903,6,0.2484
 Cow Peas (for grain),0.75,Southern,Monze,BBOMBO,2025-02-01,2,0.0,197.51663208007807,203.8357086181641,80.8930435180664,40.358829498291016,325.0875816345215,108.36252721150716,3,6.4,15.7,0.89,22.4,53.3,24.4,0.4078428571428572,0.6538,0.2419,0.148783297193635,0.396,0.2419,0.6538,7,0.4119
 Sweet Potatoes (for tuber),0.5,Southern,Monze,BBOMBO,2025-02-01,2,0.0,197.51663208007807,203.8357086181641,80.8930435180664,40.358829498291016,325.0875816345215,108.36252721150716,3,6.4,15.7,0.89,22.4,53.3,24.4,0.4078428571428572,0.6538,0.2419,0.148783297193635,0.396,0.2419,0.6538,7,0.4119
 Sunflower (for grain),1.0,Southern,Monze,BBOMBO,2025-01-01,1,0.11112,203.8357086181641,80.8930435180664,40.358829498291016,16.23548126220703,137.48735427856445,45.82911809285482,3,6.4,15.7,0.89,22.4,53.3,24.4,0.36685,0.4995,0.2419,0.1115718736958378,0.3448,0.2419,0.4903,6,0.2484
 Maize(for grain),2.0,Southern,Namwala,NGABO,2024-12-01,12,0.46,89.02137756347656,42.213897705078125,10.677263259887695,,,,2,6.2,27.6,1.44,28.1,41.6,30.4,0.271525,0.2933,0.2338,0.0263913338048685,0.2794999999999999,0.2338,0.2738,4,0.0399999999999999
 Maize(for grain),4.0,Northern,Mbala,KAZIMOLWA,2024-12-01,12,1.8244913,198.1734771728516,112.47306823730467,48.44123077392578,,,,2,5.3,16.9,1.15,31.8,56.8,11.4,0.60265,0.6733,0.4891,0.0855519530266063,0.6241,0.4891,0.6638,4,0.1746999999999999
 Mixed Beans (for grain),1.0,Northern,Mbala,KAZIMOLWA,2025-02-01,2,0.81,234.68994140625,253.1670379638672,198.1734771728516,112.47306823730467,563.8135833740234,187.93786112467447,3,5.3,16.9,1.15,31.8,56.8,11.4,0.6310285714285715,0.7769,0.4663,0.1232307823325232,0.6638,0.4891,0.4663,7,-0.0227999999999999
 Maize(for grain),0.81,Eastern,Chadiza,TAFERANSONI,2024-11-01,11,1.419753086419753,103.75537109375,16.97254180908203,,,,,1,5.9,16.0,1.07,19.4,65.9,14.7,0.2539,0.2614,0.2469,0.0072629195231669,0.2534,0.2469,0.2614,3,0.0145
