crop,farm_size_ha,province,district,ward,planting_date,planting_month,yield_tonnes_per_ha,rainfall_planting_month,rainfall_1_month_before,rainfall_2_months_before,rainfall_3_months_before,rainfall_preplant_3m_total,rainfall_preplant_3m_mean,preplant_rain_months_available,soil_ph,soil_organic_carbon_g_kg,soil_nitrogen_g_kg,soil_clay_percent,soil_sand_percent,soil_silt_percent,ndvi_preplant_mean,ndvi_preplant_max,ndvi_preplant_min,ndvi_preplant_std,ndvi_preplant_median,ndvi_preplant_first,ndvi_preplant_last,ndvi_preplant_observations,ndvi_preplant_change
 Groundnuts(unshelled),0.5,Northern,Kasama,CHUMBA,2024-11-01,11,1.28,95.09349060058594,36.48351287841797,,,,,1,5.6,18.7,1.19,19.8,68.0,12.1,0.7077666666666667,0.757,0.6737,0.0436719971301214,0.6926,0.6737,0.757,3,0.0833
 Maize(for grain),0.25,Northern,Chilubi,BULILO,2024-11-01,11,0.0,85.25586700439453,27.903417587280284,,,,,1,6.0,30.2,1.98,22.0,64.0,14.0,0.4123666666666666,0.4179,0.404,0.0073704364411704,0.4152,0.4152,0.404,3,-0.0111999999999999
 Groundnuts(unshelled),0.25,Northern,Chilubi,BULILO,2024-12-01,12,0.448,146.282470703125,85.25586700439453,27.903417587280284,,,,2,6.0,30.2,1.98,22.0,64.0,14.0,0.4313999999999999,0.4885,0.404,0.0385394170514638,0.41655,0.4152,0.4885,4,0.0732999999999999
 Maize(for grain),1.0,Copperbelt,Mpongwe,KANYENDA,2024-11-01,11,2.3,98.8878936767578,37.452335357666016,,,,,1,6.1,16.5,1.1,23.8,48.4,27.8,0.3289,0.3821,0.3016,0.0460778688743305,0.303,0.3016,0.3821,3,0.0805
 Soya beans (for grain),2.0,Copperbelt,Mpongwe,KANYENDA,2025-01-01,1,0.614,270.815673828125,121.7514877319336,98.8878936767578,37.452335357666016,258.0917167663574,86.03057225545247,3,6.1,16.5,1.1,23.8,48.4,27.8,0.4262666666666666,0.6185,0.3016,0.1297940317066492,0.3944999999999999,0.3016,0.6185,6,0.3169
 Sweet Potatoes (for tuber),0.25,Copperbelt,Mpongwe,KANYENDA,2025-01-01,1,1.672,270.815673828125,121.7514877319336,98.8878936767578,37.452335357666016,258.0917167663574,86.03057225545247,3,6.1,16.5,1.1,23.8,48.4,27.8,0.4262666666666666,0.6185,0.3016,0.1297940317066492,0.3944999999999999,0.3016,0.6185,6,0.3169
 Sunflower (for seed),0.75,Copperbelt,Mpongwe,KANYENDA,2025-01-01,1,0.5556000000000001,270.815673828125,121.7514877319336,98.8878936767578,37.452335357666016,258.0917167663574,86.03057225545247,3,6.1,16.5,1.1,23.8,48.4,27.8,0.4262666666666666,0.6185,0.3016,0.1297940317066492,0.3944999999999999,0.3016,0.6185,6,0.3169
" Groundnuts(unshelled, for seed)",0.25,Copperbelt,Mpongwe,KANYENDA,2024-11-01,11,0.64,98.8878936767578,37.452335357666016,,,,,1,6.1,16.5,1.1,23.8,48.4,27.8,0.3289,0.3821,0.3016,0.0460778688743305,0.303,0.3016,0.3821,3,0.0805
 Maize(for grain),0.405,Eastern,Petauke,MANJAZI,2024-11-01,11,1.9876543209876545,75.85102844238281,12.000802993774414,,,,,1,6.2,18.2,1.38,25.7,55.1,19.2,0.2678999999999999,0.2706,0.2631,0.0041677331968349,0.27,0.27,0.2631,3,-0.0069
 Sunflower (for grain),0.405,Eastern,Petauke,MANJAZI,2025-01-01,1,0.3429629629629629,275.27215576171875,120.47492980957034,75.85102844238281,12.000802993774414,208.3267612457276,69.44225374857585,3,6.2,18.2,1.38,25.7,55.1,19.2,0.2517999999999999,0.2719,0.21,0.0270967894777222,0.26655,0.27,0.21,6,-0.06
 Groundnuts(unshelled),0.405,Eastern,Petauke,MANJAZI,2024-11-01,11,0.1975308641975308,75.85102844238281,12.000802993774414,,,,,1,6.2,18.2,1.38,25.7,55.1,19.2,0.2678999999999999,0.2706,0.2631,0.0041677331968349,0.27,0.27,0.2631,3,-0.0069
 Maize(for grain),0.125,Eastern,Chama,Kamphemba,2025-01-01,1,0.0,172.38778686523438,79.69523620605469,48.07384490966797,15.37599754333496,143.14507865905762,47.71502621968588,3,6.1,15.3,1.17,21.3,60.7,18.0,0.4748666666666666,0.5906,0.3376,0.1125753377372977,0.5067,0.341,0.5439,6,0.2029
 Groundnuts(unshelled),0.25,Eastern,Chama,Kamphemba,2025-01-01,1,0.128,172.38778686523438,79.69523620605469,48.07384490966797,15.37599754333496,143.14507865905762,47.71502621968588,3,6.1,15.3,1.17,21.3,60.7,18.0,0.4748666666666666,0.5906,0.3376,0.1125753377372977,0.5067,0.341,0.5439,6,0.2029
 Maize(for grain),1.0,Northern,Mungwi,LUBALA,2024-12-01,12,1.035,181.7246551513672,95.17550659179688,32.72066879272461,,,,2,5.6,14.7,1.23,24.7,59.8,15.5,0.5574,0.6881,0.3484,0.1458766373801279,0.5965499999999999,0.3484,0.6881,4,0.3397
 Mixed Beans (for grain),1.75,Northern,Mungwi,LUBALA,2025-01-01,1,0.4628571428571429,214.4437866210937,181.7246551513672,95.17550659179688,32.72066879272461,309.6208305358887,103.20694351196288,3,5.6,14.7,1.23,24.7,59.8,15.5,0.6204500000000001,0.7723,0.3484,0.1502462878077192,0.6435,0.3484,0.7208,6,0.3724
 Maize(for grain),1.0,Muchinga,Chinsali,MILEMBA,2024-12-01,12,5.175,123.12165832519533,73.24435424804688,32.087894439697266,,,,2,5.7,14.1,1.17,21.0,60.0,18.9,0.4317,0.5642,0.3226,0.1003652662362167,0.42,0.3226,0.5642,4,0.2416
 Rice,2.0,Muchinga,Chinsali,MILEMBA,2024-10-01,10,1.4735999999999998,32.087894439697266,,,,,,0,5.7,14.1,1.17,21.0,60.0,18.9,0.3226,0.3226,0.3226,0.0,0.3226,0.3226,0.3226,1,0.0
" Groundnuts(unshelled, for seed)",0.75,Muchinga,Chinsali,MILEMBA,2024-12-01,12,0.4433333333333333,123.12165832519533,73.24435424804688,32.087894439697266,,,,2,5.7,14.1,1.17,21.0,60.0,18.9,0.4317,0.5642,0.3226,0.1003652662362167,0.42,0.3226,0.5642,4,0.2416
 Groundnuts(unshelled),0.125,Northern,Nsama,NSUMBU,2024-11-01,11,0.38,181.19679260253903,51.19936752319336,,,,,1,5.7,19.4,1.23,24.0,57.7,18.2,0.5127333333333334,0.5692,0.4651,0.0526091563640145,0.5039,0.5039,0.5692,3,0.0653
 Maize(for grain),0.5,Northern,Kasama,MULILANSOLO,2024-11-01,11,4.6,95.09349060058594,36.48351287841797,,,,,1,5.6,18.7,1.19,19.8,68.0,12.1,0.7077666666666667,0.757,0.6737,0.0436719971301214,0.6926,0.6737,0.757,3,0.0833
 Finger Millet,0.25,Northern,Kasama,MULILANSOLO,2024-10-01,10,1.722,36.48351287841797,,,,,,0,5.6,18.7,1.19,19.8,68.0,12.1,0.6737,0.6737,0.6737,0.0,0.6737,0.6737,0.6737,1,0.0
 Maize(for grain),0.25,Northern,Lunte,MASONDE,2024-11-01,11,5.75,133.36904907226562,60.31534576416017,,,,,1,5.3,18.4,1.14,25.0,56.6,18.4,0.6686666666666666,0.7634,0.5708,0.0963382236359656,0.6718,0.5708,0.7634,3,0.1926
 Mixed Beans (for grain),0.5,Northern,Lunte,MASONDE,2024-11-01,11,0.10968,133.36904907226562,60.31534576416017,,,,,1,5.3,18.4,1.14,25.0,56.6,18.4,0.6686666666666666,0.7634,0.5708,0.0963382236359656,0.6718,0.5708,0.7634,3,0.1926
 Maize(for grain),0.81,Lusaka,Kafue,KAFUE,2024-11-01,11,1.419753086419753,53.643890380859375,20.522159576416016,,,,,1,6.3,17.9,1.45,17.6,59.6,22.8,0.4232666666666667,0.6261,0.3207,0.1756625837602684,0.323,0.323,0.6261,3,0.3031
 Maize(for grain),4.0,Muchinga,Nakonde,MULALO,2024-11-01,11,1.58125,68.76860809326172,20.39783096313477,,,,,1,5.6,15.7,1.0,23.1,63.9,12.9,0.3849666666666667,0.4907,0.3096,0.094291586757957,0.3546,0.3096,0.4907,3,0.1811
 Mixed Beans (for grain),3.0,Muchinga,Nakonde,MULALO,2025-02-01,2,0.54,149.6334686279297,184.3300170898437,143.51138305664062,68.76860809326172,396.6100082397461,132.20333607991537,3,5.6,15.7,1.0,23.1,63.9,12.9,0.5015142857142857,0.678,0.3096,0.1360547491339599,0.4907,0.3096,0.678,7,0.3684
 Maize(for grain),0.25,Copperbelt,Ndola,PAMODZI,2024-11-01,11,1.61,111.87837982177734,43.17949676513672,,,,,1,5.9,19.1,1.37,18.2,59.3,22.5,0.2424666666666667,0.2543,0.2276,0.0136060035768528,0.2455,0.2276,0.2455,3,0.0179
 Maize(for grain),1.5,Western,Sioma,MBETA,2024-12-01,12,0.1533333333333333,119.12736511230466,43.89888000488281,13.016339302062988,,,,2,6.4,11.0,1.12,12.3,77.4,10.3,0.343375,0.4827,0.2753,0.0974463741415417,0.3077499999999999,0.2753,0.4827,4,0.2074
 Sorghum(for grain),3.0,Western,Sioma,MBETA,2024-11-01,11,0.184,43.89888000488281,13.016339302062988,,,,,1,6.4,11.0,1.12,12.3,77.4,10.3,0.2969333333333333,0.3386,0.2753,0.0360932588350419,0.2769,0.2753,0.3386,3,0.0633
 Maize(for grain),0.25,Luapula,Kawambwa,NG'ONA,2024-12-01,12,0.04,203.8400421142578,160.85316467285156,99.5114974975586,,,,2,5.4,20.7,1.07,24.5,42.7,32.8,0.6923499999999999,0.8055,0.5345,0.1139103009682033,0.7147,0.5345,0.8055,4,0.271
 Maize(for grain),0.25,North Western,Ikelenge,SAKEJI,2024-11-01,11,4.14,140.15182495117188,65.41920471191406,,,,,1,5.3,18.9,1.35,35.3,35.3,29.4,0.6213333333333333,0.689,0.5716,0.0607197935877035,0.6034,0.5716,0.689,3,0.1173999999999999
 Maize(for grain),0.75,North Western,Mufumbwe,MATUSHI,2024-11-01,11,0.3833333333333333,82.95779418945312,23.927698135375977,,,,,1,5.9,24.1,1.96,28.3,44.4,27.2,0.3656333333333333,0.4083,0.3213,0.0435239397726508,0.3673,0.3213,0.4083,3,0.087
 Maize(for grain),1.215,Eastern,Nyimba,NYIMBA,2025-01-01,1,1.4197530864197532,249.6048583984375,100.65531158447266,74.18803405761719,19.85343360900879,194.69677925109863,64.89892641703288,3,6.4,22.8,1.24,19.2,68.8,12.0,0.4474,0.6387,0.3258,0.1257095700414252,0.427,0.3258,0.6387,6,0.3129
 Sunflower (for grain),0.405,Eastern,Nyimba,NYIMBA,2025-01-01,1,0.823111111111111,249.6048583984375,100.65531158447266,74.18803405761719,19.85343360900879,194.69677925109863,64.89892641703288,3,6.4,22.8,1.24,19.2,68.8,12.0,0.4474,0.6387,0.3258,0.1257095700414252,0.427,0.3258,0.6387,6,0.3129
 Maize(for grain),0.25,Central,Mumbwa,MATALA,2024-11-01,11,1.61,64.47087097167969,21.844711303710938,,,,,1,6.0,15.2,1.16,21.2,57.8,21.0,0.3617999999999999,0.4013,0.3211,0.0401134640737994,0.363,0.3211,0.4013,3,0.0802
 Maize(for grain),1.0,Central,Mumbwa,MATALA,2024-11-01,11,2.875,64.47087097167969,21.844711303710938,,,,,1,6.0,15.2,1.16,21.2,57.8,21.0,0.3617999999999999,0.4013,0.3211,0.0401134640737994,0.363,0.3211,0.4013,3,0.0802
 Groundnuts(unshelled),0.125,Central,Mumbwa,MATALA,2024-12-01,12,1.0,121.83206939697266,64.47087097167969,21.844711303710938,,,,2,6.0,15.2,1.16,21.2,57.8,21.0,0.4017499999999999,0.5216,0.3211,0.0863523981523771,0.38215,0.3211,0.5216,4,0.2004999999999999
 Maize(for grain),2.0250000000000004,Lusaka,Chongwe,MADIDO,2025-01-01,1,1.987654320987654,247.26657104492188,71.60501861572266,64.76591491699219,21.03059768676757,157.40153121948242,52.467177073160805,3,6.2,17.7,0.96,19.0,62.8,18.2,0.3704499999999999,0.6785,0.2675,0.1572897294803446,0.29795,0.2866,0.3942,6,0.1075999999999999
 Maize(for grain),1.62,Lusaka,Chongwe,MADIDO,2025-01-01,1,1.0648148148148149,247.26657104492188,71.60501861572266,64.76591491699219,21.03059768676757,157.40153121948242,52.467177073160805,3,6.2,17.7,0.96,19.0,62.8,18.2,0.3704499999999999,0.6785,0.2675,0.1572897294803446,0.29795,0.2866,0.3942,6,0.1075999999999999
 Soya beans (for grain),0.81,Lusaka,Chongwe,MADIDO,2025-01-01,1,2.0,247.26657104492188,71.60501861572266,64.76591491699219,21.03059768676757,157.40153121948242,52.467177073160805,3,6.2,17.7,0.96,19.0,62.8,18.2,0.3704499999999999,0.6785,0.2675,0.1572897294803446,0.29795,0.2866,0.3942,6,0.1075999999999999
 Maize(for grain),0.5,Lusaka,Chilanga,MWEMBESHI,2024-12-01,12,0.92,85.5328140258789,62.5228271484375,17.16890525817871,,,,2,6.2,14.3,1.09,22.8,54.6,22.6,0.265475,0.3452,0.226,0.0539315229403608,0.24535,0.2445,0.3452,4,0.1007
 Maize(for grain),0.25,Western,Nalolo,KATABA,2024-11-01,11,1.61,53.330204010009766,12.817610740661618,,,,,1,6.3,18.4,1.44,11.9,79.7,8.4,0.3229,0.3493,0.2907,0.0297274284121583,0.3287,0.3493,0.3287,3,-0.0206
 Maize(for grain),0.25,Western,Nalolo,KATABA,2024-10-01,10,1.61,12.817610740661618,,,,,,0,6.3,18.4,1.44,11.9,79.7,8.4,0.3493,0.3493,0.3493,0.0,0.3493,0.3493,0.3493,1,0.0
 Sorghum(for grain),1.0,Western,Nalolo,KATABA,2024-11-01,11,0.22,53.330204010009766,12.817610740661618,,,,,1,6.3,18.4,1.44,11.9,79.7,8.4,0.3229,0.3493,0.2907,0.0297274284121583,0.3287,0.3493,0.3287,3,-0.0206
 Maize(for grain),2.0,Copperbelt,Chililabombwe,HELEN KAUNDA,2024-11-01,11,2.67375,118.43804931640624,30.541667938232425,,,,,1,5.7,21.2,1.28,22.8,54.9,22.2,0.3129666666666666,0.3218,0.3017,0.0102685604314009,0.3154,0.3154,0.3218,3,0.0063999999999999
 Maize(for grain),1.62,Eastern,Petauke,NYIKA,2024-11-01,11,1.8244913,75.85102844238281,12.000802993774414,,,,,1,6.2,18.2,1.38,25.7,55.1,19.2,0.2678999999999999,0.2706,0.2631,0.0041677331968349,0.27,0.27,0.2631,3,-0.0069
 Sunflower (for grain),0.81,Eastern,Petauke,NYIKA,2025-01-01,1,1.028888888888889,275.27215576171875,120.47492980957034,75.85102844238281,12.000802993774414,208.3267612457276,69.44225374857585,3,6.2,18.2,1.38,25.7,55.1,19.2,0.2517999999999999,0.2719,0.21,0.0270967894777222,0.26655,0.27,0.21,6,-0.06
 Maize(for grain),2.0,Muchinga,Mpika,MUSAKANYA,2024-12-01,12,3.45,62.63320159912109,104.89986419677734,39.0770263671875,,,,2,6.1,14.2,1.12,18.7,67.6,13.8,0.33755,0.419,0.27,0.0675134801354514,0.3306,0.27,0.419,4,0.1489999999999999
 Maize(for grain),0.81,Eastern,Petauke,KANYANGA,2024-12-01,12,1.7746913580246912,120.47492980957034,75.85102844238281,12.000802993774414,,,,2,6.2,18.2,1.38,25.7,55.1,19.2,0.2689,0.2719,0.2631,0.0039471508711981,0.2703,0.27,0.2719,4,0.0018999999999999
 Sunflower (for grain),0.405,Eastern,Petauke,KANYANGA,2025-01-01,1,0.4801481481481481,275.27215576171875,120.47492980957034,75.85102844238281,12.000802993774414,208.3267612457276,69.44225374857585,3,6.2,18.2,1.38,25.7,55.1,19.2,0.2517999999999999,0.2719,0.21,0.0270967894777222,0.26655,0.27,0.21,6,-0.06
 Maize(for grain),4.050000000000001,Eastern,Chipangali,MADZIATUBA,2024-12-01,12,0.0,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Tobacco (Burley),1.62,Eastern,Chipangali,MADZIATUBA,2024-11-01,11,3.08641975308642,91.82780456542967,26.51133346557617,,,,,1,6.1,22.3,1.11,20.1,60.7,19.1,0.2168666666666666,0.2219,0.2073,0.0082887473922983,0.2214,0.2214,0.2073,3,-0.0141
 Soya beans (for grain),2.73375,Eastern,Chipangali,MADZIATUBA,2025-01-01,1,1.4374394147233651,276.68096923828125,105.349609375,91.82780456542967,26.51133346557617,223.68874740600583,74.56291580200195,3,6.1,22.3,1.11,20.1,60.7,19.1,0.2278166666666666,0.2489,0.2073,0.0145132238550456,0.2254999999999999,0.2214,0.2383,6,0.0169
 Sunflower (for grain),3.24,Eastern,Chipangali,MADZIATUBA,2024-12-01,12,0.4287037037037037,105.349609375,91.82780456542967,26.51133346557617,,,,2,6.1,22.3,1.11,20.1,60.7,19.1,0.219925,0.2291,0.2073,0.0091222712815029,0.22165,0.2214,0.2291,4,0.0076999999999999
 Groundnuts(unshelled),1.0125000000000002,Eastern,Chipangali,MADZIATUBA,2024-11-01,11,0.474074074074074,91.82780456542967,26.51133346557617,,,,,1,6.1,22.3,1.11,20.1,60.7,19.1,0.2168666666666666,0.2219,0.2073,0.0082887473922983,0.2214,0.2214,0.2073,3,-0.0141
 Maize(for grain),0.2025,Eastern,Sinda,CHILONGOZI,2024-12-01,12,1.1358024691358024,112.3748016357422,76.95016479492188,14.941022872924805,,,,2,6.2,16.1,1.34,18.1,65.9,16.0,0.303975,0.402,0.2568,0.0668891807394888,0.27855,0.2568,0.402,4,0.1452
 Soya beans (for grain),0.2025,Eastern,Sinda,CHILONGOZI,2024-12-01,12,0.2425679012345678,112.3748016357422,76.95016479492188,14.941022872924805,,,,2,6.2,16.1,1.34,18.1,65.9,16.0,0.303975,0.402,0.2568,0.0668891807394888,0.27855,0.2568,0.402,4,0.1452
 Sunflower (for grain),0.405,Eastern,Sinda,CHILONGOZI,2024-12-01,12,0.3429629629629629,112.3748016357422,76.95016479492188,14.941022872924805,,,,2,6.2,16.1,1.34,18.1,65.9,16.0,0.303975,0.402,0.2568,0.0668891807394888,0.27855,0.2568,0.402,4,0.1452
 Maize(for grain),1.25,North Western,Zambezi,KASESI CHIVWEJI,2024-11-01,11,0.6900000000000001,141.6587677001953,47.99106597900391,,,,,1,5.9,18.2,1.22,22.3,59.6,18.1,0.2863,0.304,0.2767,0.0153469866749143,0.2782,0.2767,0.304,3,0.0272999999999999
 Groundnuts(unshelled),0.25,North Western,Zambezi,KASESI CHIVWEJI,2024-11-01,11,0.448,141.6587677001953,47.99106597900391,,,,,1,5.9,18.2,1.22,22.3,59.6,18.1,0.2863,0.304,0.2767,0.0153469866749143,0.2782,0.2767,0.304,3,0.0272999999999999
 Maize(for grain),0.125,Western,Sikongo,NATALUI,2024-11-01,11,0.92,81.31124114990234,12.935855865478516,,,,,1,5.7,16.7,1.15,12.8,78.0,9.2,0.4331666666666667,0.4633,0.401,0.0311997329048396,0.4352,0.401,0.4633,3,0.0622999999999999
 Rice,0.125,Western,Sikongo,NATALUI,2024-12-01,12,1.17888,125.31100463867188,81.31124114990234,12.935855865478516,,,,2,5.7,16.7,1.15,12.8,78.0,9.2,0.45685,0.5279,0.401,0.0537824320759111,0.44925,0.401,0.5279,4,0.1269
 Maize(for grain),0.25,Muchinga,Mafinga,LUHOKA,2024-12-01,12,1.61,142.57269287109375,61.29127883911133,35.278499603271484,,,,2,5.7,23.8,1.39,27.0,62.4,10.6,0.5395749999999999,0.6777,0.4329,0.1018149096809172,0.5238499999999999,0.5153,0.4329,4,-0.0823999999999999
 Maize(for grain),1.62,Central,Mkushi,KALWA,2024-12-01,12,3.194444444444444,86.97457885742188,63.878150939941406,20.917314529418945,,,,2,6.0,14.8,1.07,18.7,68.2,13.1,0.5748,0.7419,0.4398,0.1396486304981183,0.5587500000000001,0.4398,0.7419,4,0.3021
 Soya beans (for grain),2.2275,Central,Mkushi,KALWA,2024-12-01,12,0.8600134680134679,86.97457885742188,63.878150939941406,20.917314529418945,,,,2,6.0,14.8,1.07,18.7,68.2,13.1,0.5748,0.7419,0.4398,0.1396486304981183,0.5587500000000001,0.4398,0.7419,4,0.3021
 Sunflower (for grain),1.0125000000000002,Central,Mkushi,KALWA,2025-01-01,1,0.5487407407407406,281.94158935546875,86.97457885742188,63.878150939941406,20.917314529418945,171.77004432678223,57.25668144226074,3,6.0,14.8,1.07,18.7,68.2,13.1,0.6246833333333334,0.7419,0.4398,0.1329515011824487,0.6787000000000001,0.4398,0.7217,6,0.2819
 Maize(for grain),0.4375,Luapula,Nchelenge,MOFWE,2024-11-01,11,0.3942857142857142,135.97988891601562,95.00704193115234,,,,,1,,,,,,,0.055,0.0631,0.0469,0.011455129855222,0.055,0.0469,0.0631,2,0.0162
 Groundnuts(unshelled),0.25,Luapula,Chiengi,KATETE,2024-11-01,11,0.512,151.20639038085938,60.51069259643555,,,,,1,,,,,,,0.0092666666666666,0.3141,-0.1781,0.2662968706788222,-0.1082,-0.1082,0.3141,3,0.4223
 Maize(for grain),0.81,Central,Mkushi,NKOLONGA,2024-12-01,12,2.1296296296296298,86.97457885742188,63.878150939941406,20.917314529418945,,,,2,6.0,14.8,1.07,18.7,68.2,13.1,0.5748,0.7419,0.4398,0.1396486304981183,0.5587500000000001,0.4398,0.7419,4,0.3021
 Soya beans (for grain),0.405,Central,Mkushi,NKOLONGA,2024-12-01,12,0.8489876543209876,86.97457885742188,63.878150939941406,20.917314529418945,,,,2,6.0,14.8,1.07,18.7,68.2,13.1,0.5748,0.7419,0.4398,0.1396486304981183,0.5587500000000001,0.4398,0.7419,4,0.3021
 Maize(for grain),0.25,Luapula,Kawambwa,KAWAMBWA,2024-12-01,12,0.0,203.8400421142578,160.85316467285156,99.5114974975586,,,,2,5.4,20.7,1.07,24.5,42.7,32.8,0.6923499999999999,0.8055,0.5345,0.1139103009682033,0.7147,0.5345,0.8055,4,0.271
 Maize(for grain),2.0,Southern,Mazabuka,ITEBE,2024-11-01,11,2.0125,63.63263702392578,23.30086326599121,,,,,1,6.3,16.9,1.02,24.3,51.5,24.2,0.2533,0.274,0.2359,0.0192631773080143,0.25,0.2359,0.25,3,0.0141
 Maize(for grain),1.0,Southern,Mazabuka,ITEBE,2024-11-01,11,2.0125,63.63263702392578,23.30086326599121,,,,,1,6.3,16.9,1.02,24.3,51.5,24.2,0.2533,0.274,0.2359,0.0192631773080143,0.25,0.2359,0.25,3,0.0141
 Sunflower (for grain),1.0,Southern,Mazabuka,ITEBE,2024-12-01,12,1.389,79.08795166015625,63.63263702392578,23.30086326599121,,,,2,6.3,16.9,1.02,24.3,51.5,24.2,0.267,0.3081,0.2359,0.0315933537314416,0.262,0.2359,0.3081,4,0.0721999999999999
 Groundnuts(unshelled),0.25,Southern,Mazabuka,ITEBE,2024-12-01,12,0.512,79.08795166015625,63.63263702392578,23.30086326599121,,,,2,6.3,16.9,1.02,24.3,51.5,24.2,0.267,0.3081,0.2359,0.0315933537314416,0.262,0.2359,0.3081,4,0.0721999999999999
 Cow Peas (for seed),0.75,Southern,Mazabuka,ITEBE,2025-01-01,1,0.2966666666666667,243.2591552734375,79.08795166015625,63.63263702392578,23.30086326599121,166.02145195007324,55.34048398335775,3,6.3,16.9,1.02,24.3,51.5,24.2,0.3217166666666667,0.4329,0.2359,0.0882354898363842,0.29105,0.2359,0.4294,6,0.1935
 Maize(for grain),0.75,Northern,Luwingu,KATOPOLA,2024-11-01,11,3.526666666666667,106.639892578125,45.99089050292969,,,,,1,5.5,20.7,1.2,19.8,66.5,13.7,0.6616333333333334,0.7432,0.5957,0.0749824201618841,0.646,0.5957,0.7432,3,0.1474999999999999
 Groundnuts(unshelled),0.25,Northern,Luwingu,KATOPOLA,2024-12-01,12,0.32,176.19952392578125,106.639892578125,45.99089050292969,,,,2,5.5,20.7,1.2,19.8,66.5,13.7,0.6990500000000001,0.8113,0.5957,0.0966864519981988,0.6946,0.5957,0.8113,4,0.2156
 Maize(for grain),1.5,Southern,Zimba,KANYANGA,2024-11-01,11,0.5366666666666667,35.61693572998047,5.979544162750244,,,,,1,6.1,14.9,1.11,21.0,55.2,23.9,0.3293333333333333,0.3631,0.3052,0.0301281153299261,0.3197,0.3052,0.3631,3,0.0578999999999999
 Maize(for grain),0.75,Southern,Zimba,KANYANGA,2024-12-01,12,0.5366666666666667,100.22216033935548,35.61693572998047,5.979544162750244,,,,2,6.1,14.9,1.11,21.0,55.2,23.9,0.335225,0.3631,0.3052,0.0272760426015211,0.3363,0.3052,0.3529,4,0.0476999999999999
 Maize(for grain),1.0,Southern,Zimba,KANYANGA,2024-12-01,12,0.805,100.22216033935548,35.61693572998047,5.979544162750244,,,,2,6.1,14.9,1.11,21.0,55.2,23.9,0.335225,0.3631,0.3052,0.0272760426015211,0.3363,0.3052,0.3529,4,0.0476999999999999
 Sunflower (for grain),1.0,Southern,Zimba,KANYANGA,2025-01-01,1,0.1389,223.04931640625,100.22216033935548,35.61693572998047,5.979544162750244,141.81864023208618,47.27288007736206,3,6.1,14.9,1.11,21.0,55.2,23.9,0.3986833333333333,0.5294,0.3052,0.1005826509228438,0.358,0.3052,0.5294,6,0.2241999999999999
 Sunflower (for grain),0.5,Southern,Zimba,KANYANGA,2025-01-01,1,0.2778,223.04931640625,100.22216033935548,35.61693572998047,5.979544162750244,141.81864023208618,47.27288007736206,3,6.1,14.9,1.11,21.0,55.2,23.9,0.3986833333333333,0.5294,0.3052,0.1005826509228438,0.358,0.3052,0.5294,6,0.2241999999999999
 Maize(for grain),0.25,Southern,Monze,MWANZA EAST,2024-12-01,12,0.92,80.8930435180664,40.358829498291016,16.23548126220703,,,,2,6.4,15.7,0.89,22.4,53.3,24.4,0.302825,0.396,0.2419,0.0658500506200767,0.2867,0.2419,0.396,4,0.1541
 Sunflower (for grain),0.75,Southern,Monze,MWANZA EAST,2025-01-01,1,0.14816,203.8357086181641,80.8930435180664,40.358829498291016,16.23548126220703,137.48735427856445,45.82911809285482,3,6.4,15.7,0.89,22.4,53.3,24.4,0.36685,0.4995,0.2419,0.1115718736958378,0.3448,0.2419,0.4903,6,0.2484
 Maize(for grain),0.25,Lusaka,Chilanga,KASUPE,2024-11-01,11,0.92,62.5228271484375,17.16890525817871,,,,,1,6.2,14.3,1.09,22.8,54.6,22.6,0.2389,0.2462,0.226,0.0112040171367237,0.2445,0.2445,0.226,3,-0.0184999999999999
 Maize(for grain),0.5,Lusaka,Chilanga,KASUPE,2024-12-01,12,1.38,85.5328140258789,62.5228271484375,17.16890525817871,,,,2,6.2,14.3,1.09,22.8,54.6,22.6,0.265475,0.3452,0.226,0.0539315229403608,0.24535,0.2445,0.3452,4,0.1007
 Maize(for grain),1.0,North Western,Solwezi,KAPIJIMPANGA,2024-11-01,11,0.23,139.59246826171875,41.773658752441406,,,,,1,5.4,23.5,1.58,38.4,34.5,27.0,0.7119,0.7481,0.6653,0.0423683844393434,0.7223,0.6653,0.7223,3,0.057
 Groundnuts(unshelled),0.125,North Western,Solwezi,KAPIJIMPANGA,2024-12-01,12,0.76,173.7020263671875,139.59246826171875,41.773658752441406,,,,2,5.4,23.5,1.58,38.4,34.5,27.0,0.7287,0.7791,0.6653,0.0482253045609874,0.7352000000000001,0.6653,0.7791,4,0.1138
 Maize(for grain),1.0,Copperbelt,Kitwe,CHIMWEMWE,2024-11-01,11,5.175,113.83121490478516,55.55698394775391,,,,,1,5.4,20.8,1.88,22.7,56.3,21.0,0.5183,0.638,0.4472,0.1042719041736555,0.4697,0.4472,0.638,3,0.1908
 Maize(for grain),0.2025,Lusaka,Kafue,KAFUE,2024-12-01,12,1.419753086419753,75.32166290283203,53.643890380859375,20.522159576416016,,,,2,6.3,17.9,1.45,17.6,59.6,22.8,0.49005,0.6904,0.3207,0.195988817708222,0.47455,0.323,0.6904,4,0.3674
